no attack,,,,,,,,,,reflection,,,,,,,,,,scale,,,,,,,
observable,,,error,,,input,,,,observable,,,error,,,input,,,,observable,,,error,,,input,
x,y,theta,e_x,e_y,e_theta,v,w,,,x,y,theta,e_x,e_y,e_theta,v,w,,,x,y,theta,e_x,e_y,e_theta,v,w
0.812647,0.073738,0.470401,0.004789,-0.0043,-0.112189,0.022688,0.0016395,,,0.826367,0.072943,0.468421,0.004197,-0.004346,-0.108365,0.021385125,-0.002079,,,0.827177,0.071778,0.466119,0.004534,-0.00474,-0.107778,0.0108262,-0.003589
0.81373,0.074289,0.470532,0.003978,-0.004535,-0.111233,0.021069,-0.0029845,,,0.828197,0.073867,0.466586,0.004528,-0.004569,-0.106776,0.0221355,-0.000943,,,0.82772,0.072051,0.466002,0.006607,-0.004969,-0.107345,0.0131076,-0.007298
0.815873,0.075378,0.469933,0.003847,-0.004773,-0.111254,0.020808,-0.0115593,,,0.829802,0.074674,0.465419,0.004351,-0.004794,-0.10624,0.02173725,0.00264,,,0.828081,0.072233,0.466135,0.00493,-0.005203,-0.108087,0.0112618,-0.013792
0.817681,0.076291,0.466413,0.004373,-0.005013,-0.111931,0.021858,-0.0228983,,,0.831861,0.075707,0.46501,0.003946,-0.00502,-0.10603,0.020824875,0.007115,,,0.831156,0.073781,0.466857,0.004218,-0.005434,-0.108367,0.0104786,-0.019433
0.819378,0.077142,0.463108,0.004596,-0.005252,-0.112474,0.022303,-0.0340265,,,0.834123,0.076843,0.464631,0.003867,-0.005248,-0.106671,0.02064375,0.013636,,,0.834456,0.075444,0.466319,0.003919,-0.005658,-0.107476,0.0101497,-0.022618
0.822121,0.078504,0.457922,0.004765,-0.00547,-0.109364,0.02264,-0.0315309,,,0.836092,0.07783,0.464807,0.004168,-0.005475,-0.107297,0.021317625,0.020297,,,0.835903,0.076172,0.465595,0.005991,-0.005888,-0.108267,0.0124256,-0.02968
0.823848,0.079352,0.455019,0.004452,-0.005684,-0.106788,0.022013,-0.0311365,,,0.837721,0.078647,0.464672,0.004517,-0.005683,-0.104153,0.02210175,0.01872,,,0.835903,0.076172,0.465641,0.006254,-0.006107,-0.106862,0.0127149,-0.032017
0.824939,0.079886,0.454738,0.004249,-0.005888,-0.103117,0.021606,-0.0267182,,,0.839328,0.079449,0.460473,0.00427,-0.005897,-0.103706,0.0215415,0.023197,,,0.837576,0.077014,0.463182,0.004385,-0.006276,-0.098826,0.0106612,-0.019417
0.826805,0.080793,0.450705,0.004157,-0.006097,-0.102318,0.021417,-0.033185,,,0.84146,0.080506,0.458674,0.004284,-0.006101,-0.102114,0.0215685,0.025205,,,0.841936,0.079161,0.451769,0.003747,-0.006467,-0.096734,0.0099561,-0.020094
0.829658,0.082161,0.442821,0.004663,-0.006311,-0.103357,0.02242,-0.0467935,,,0.843369,0.081443,0.455436,0.004426,-0.006302,-0.100658,0.021880125,0.027635,,,0.843713,0.080021,0.450056,0.005867,-0.006675,-0.098737,0.0122837,-0.03001
0.831009,0.082798,0.440092,0.004731,-0.00651,-0.101559,0.02255,-0.0499249,,,0.845166,0.082319,0.452039,0.004279,-0.006509,-0.100972,0.021538125,0.034126,,,0.843713,0.080021,0.449883,0.006604,-0.006848,-0.095751,0.0130911,-0.028791
0.832683,0.08358,0.433803,0.004156,-0.006693,-0.097764,0.021394,-0.0456409,,,0.847216,0.083313,0.450118,0.00451,-0.006693,-0.097739,0.02205225,0.032814,,,0.845814,0.081025,0.44329,0.003852,-0.007015,-0.092477,0.0100606,-0.027034
0.835258,0.084765,0.429099,0.004377,-0.006879,-0.096295,0.021827,-0.0501799,,,0.848951,0.084144,0.444357,0.00446,-0.006875,-0.095212,0.021929625,0.033156,,,0.849431,0.082732,0.439095,0.004007,-0.007205,-0.093559,0.0102234,-0.035185
0.837078,0.085593,0.425366,0.004687,-0.007052,-0.093119,0.022438,-0.0484459,,,0.850941,0.085086,0.439009,0.004255,-0.007053,-0.093231,0.02145825,0.034778,,,0.851402,0.083655,0.437347,0.005715,-0.007407,-0.09672,0.0120945,-0.048168
0.83904,0.086475,0.418622,0.0045,-0.007229,-0.09231,0.022052,-0.0556981,,,0.853074,0.086082,0.433915,0.004757,-0.007207,-0.088257,0.022577625,0.029779,,,0.851631,0.083762,0.437407,0.007056,-0.007576,-0.094835,0.013563,-0.049979
0.841403,0.087517,0.410949,0.004134,-0.007405,-0.09178,0.021308,-0.0643086,,,0.854593,0.086777,0.425536,0.004176,-0.007384,-0.089444,0.02125575,0.038485,,,0.853056,0.084419,0.428655,0.005159,-0.007687,-0.086226,0.0114741,-0.03662
0.842704,0.088079,0.405716,0.00414,-0.007569,-0.089018,0.021307,-0.0648339,,,0.857061,0.087893,0.42303,0.003518,-0.007549,-0.087534,0.0197595,0.040607,,,0.856842,0.086121,0.416266,0.002772,-0.007829,-0.082274,0.0088429,-0.033959
0.844988,0.089047,0.396534,0.004187,-0.007732,-0.087523,0.021388,-0.0702314,,,0.859626,0.089039,0.417138,0.003622,-0.007707,-0.085259,0.019978875,0.042053,,,0.860225,0.087607,0.411877,0.003685,-0.007995,-0.08362,0.0098384,-0.043178
0.846648,0.089735,0.389439,0.004446,-0.007882,-0.084938,0.021892,-0.0716645,,,0.861503,0.089863,0.410593,0.00395,-0.007862,-0.083521,0.020701125,0.044778,,,0.861525,0.088172,0.408285,0.0052,-0.008162,-0.085637,0.0114939,-0.054044
0.848548,0.090506,0.382372,0.004654,-0.008024,-0.082414,0.022294,-0.0734359,,,0.863176,0.090586,0.404299,0.004142,-0.008001,-0.079941,0.02111625,0.043541,,,0.861897,0.088333,0.405367,0.006069,-0.008274,-0.079906,0.0124443,-0.047731
0.851206,0.091561,0.37367,0.004885,-0.00816,-0.080312,0.022739,-0.0768971,,,0.864994,0.091356,0.39588,0.004435,-0.008144,-0.079479,0.021756375,0.04918,,,0.86311,0.088845,0.395845,0.00523,-0.008362,-0.072792,0.0115148,-0.038251
0.853565,0.092477,0.365823,0.004594,-0.008282,-0.076955,0.022142,-0.0758108,,,0.8667,0.092063,0.390297,0.00495,-0.008254,-0.073474,0.02290275,0.042745,,,0.86592,0.089996,0.38361,0.004591,-0.008481,-0.072014,0.010802,-0.042971
0.85489,0.092981,0.360765,0.003896,-0.008403,-0.073932,0.020729,-0.0763276,,,0.868248,0.092693,0.378891,0.00403,-0.008378,-0.072879,0.02081025,0.048203,,,0.869118,0.09127,0.37679,0.00469,-0.008616,-0.073692,0.0108999,-0.053375
0.857193,0.093831,0.347912,0.003932,-0.008534,-0.073754,0.020784,-0.0877057,,,0.871097,0.093816,0.372617,0.002985,-0.008505,-0.071941,0.01843875,0.053234,,,0.870578,0.091845,0.37149,0.005524,-0.00873,-0.072259,0.0118074,-0.057102
0.8591,0.094513,0.338438,0.004225,-0.008659,-0.073206,0.02135,-0.0980128,,,0.874071,0.094967,0.365726,0.003176,-0.008623,-0.068458,0.0188505,0.053039,,,0.871617,0.092246,0.366044,0.005717,-0.008822,-0.068791,0.0120109,-0.056385
0.860463,0.094986,0.330195,0.004547,-0.008762,-0.069249,0.021977,-0.0958895,,,0.875918,0.095665,0.356017,0.0031,-0.008737,-0.066586,0.01865925,0.056388,,,0.874176,0.093207,0.353335,0.004508,-0.008899,-0.063653,0.0106711,-0.052163
0.86231,0.095608,0.320844,0.004527,-0.008861,-0.066656,0.02192,-0.098941,,,0.878009,0.096433,0.347651,0.003522,-0.008825,-0.059898,0.01959075,0.049484,,,0.877461,0.094396,0.342142,0.003974,-0.008995,-0.062201,0.0100738,-0.056291
0.8658,0.096743,0.30723,0.004796,-0.008944,-0.062909,0.02244,-0.0978649,,,0.879678,0.097026,0.334204,0.004391,-0.008865,-0.048499,0.02153025,0.032116,,,0.879179,0.095003,0.336508,0.005944,-0.009131,-0.069179,0.0122276,-0.078949
0.867443,0.097256,0.299137,0.004999,-0.009025,-0.060836,0.022826,-0.1030822,,,0.880973,0.097463,0.315785,0.003834,-0.008982,-0.057803,0.020248875,0.05951,,,0.879274,0.095037,0.336307,0.006926,-0.009175,-0.062334,0.013299,-0.071356
0.869236,0.097797,0.28634,0.004077,-0.009097,-0.057119,0.020964,-0.1026657,,,0.883451,0.098274,0.317811,0.004099,-0.00907,-0.057194,0.0208215,0.066023,,,0.881722,0.095858,0.317776,0.005052,-0.009188,-0.052178,0.0112299,-0.056626
0.871595,0.098477,0.274755,0.003929,-0.00917,-0.054437,0.02065,-0.1064363,,,0.885232,0.098853,0.309671,0.003987,-0.009137,-0.053376,0.02054925,0.065784,,,0.884953,0.09689,0.301626,0.004289,-0.009234,-0.047764,0.0103807,-0.054725
0.872888,0.098836,0.266896,0.004231,-0.009225,-0.049662,0.021235,-0.1027626,,,0.887406,0.099535,0.298076,0.004575,-0.009169,-0.044936,0.021853125,0.055614,,,0.887567,0.097688,0.28997,0.005177,-0.009311,-0.050785,0.0113454,-0.069063
0.874747,0.09933,0.252111,0.004548,-0.009286,-0.048528,0.021851,-0.112524,,,0.888958,0.099999,0.281615,0.005336,-0.009156,-0.034048,0.0235485,0.039839,,,0.888295,0.097904,0.287464,0.00718,-0.009424,-0.058987,0.0135344,-0.094989
0.87762,0.100049,0.237771,0.004716,-0.009338,-0.046965,0.022168,-0.120956,,,0.890371,0.100394,0.262468,0.003569,-0.009231,-0.04197,0.019548,0.064757,,,0.888344,0.097918,0.28479,0.006021,-0.00935,-0.04242,0.012254,-0.066609
0.879492,0.100491,0.227862,0.004977,-0.009357,-0.040894,0.022672,-0.1130476,,,0.894063,0.101385,0.261901,0.002628,-0.009287,-0.039789,0.017409375,0.068835,,,0.89259,0.099086,0.254769,0.004585,-0.009331,-0.033714,0.0106656,-0.055827
0.881343,0.100909,0.215974,0.004674,-0.009381,-0.038,0.022049,-0.1168573,,,0.897048,0.102174,0.251006,0.002831,-0.009335,-0.036916,0.01784475,0.071617,,,0.896122,0.099984,0.243142,0.004989,-0.009389,-0.039146,0.011099,-0.075779
0.883845,0.101436,0.198139,0.004399,-0.009397,-0.034718,0.021482,-0.1195722,,,0.898938,0.102648,0.239202,0.002697,-0.009379,-0.034777,0.017523,0.076108,,,0.89681,0.100154,0.241427,0.007093,-0.009467,-0.046657,0.0134002,-0.100593
0.88531,0.101723,0.188611,0.004648,-0.009411,-0.032177,0.021962,-0.1252553,,,0.901154,0.103177,0.227921,0.003026,-0.009399,-0.029036,0.01824525,0.073075,,,0.897204,0.100248,0.232028,0.004299,-0.009355,-0.025812,0.0103213,-0.064126
0.887152,0.102062,0.17589,0.004651,-0.009412,-0.028599,0.021952,-0.1273531,,,0.902957,0.10358,0.212834,0.003704,-0.00938,-0.018321,0.019755,0.059431,,,0.901748,0.101268,0.20961,0.004054,-0.00936,-0.024423,0.0100419,-0.06991
0.890422,0.102613,0.158126,0.004915,-0.009395,-0.02408,0.022465,-0.1261189,,,0.904469,0.103891,0.192578,0.004499,-0.009342,-0.011166,0.02152575,0.052963,,,0.904575,0.101849,0.196204,0.004636,-0.009378,-0.026483,0.0106722,-0.083228
0.892724,0.102965,0.144798,0.005187,-0.009377,-0.021262,0.022993,-0.131122,,,0.905838,0.104148,0.175697,0.004499,-0.009339,-0.015727,0.021506625,0.071201,,,0.905668,0.102062,0.189902,0.006788,-0.009423,-0.033614,0.0130295,-0.107586
0.894855,0.103259,0.131464,0.004563,-0.009343,-0.016581,0.02173,-0.1296243,,,0.907883,0.1045,0.170355,0.003528,-0.009361,-0.021046,0.019303875,0.091674,,,0.905518,0.102034,0.185062,0.005433,-0.009287,-0.01508,0.0115335,-0.076618
0.896638,0.103481,0.116525,0.004305,-0.009312,-0.013209,0.0212,-0.1332011,,,0.910877,0.105011,0.165602,0.003799,-0.009342,-0.015282,0.019897875,0.089157,,,0.90906,0.102645,0.159636,0.00481,-0.009232,-0.009963,0.0108405,-0.074709
0.898047,0.103639,0.105403,0.004498,-0.009277,-0.010161,0.021572,-0.1381141,,,0.912751,0.105311,0.149608,0.003892,-0.009304,-0.00932,0.020093625,0.08612,,,0.912514,0.103165,0.138685,0.004372,-0.009184,-0.006574,0.010351,-0.076674
0.900188,0.10385,0.090734,0.004587,-0.009233,-0.007103,0.021739,-0.1430696,,,0.914806,0.105604,0.133268,0.004525,-0.009241,-0.002305,0.021504375,0.080697,,,0.91437,0.103417,0.130522,0.005634,-0.009137,-0.005228,0.0117326,-0.08299
0.903366,0.104109,0.07157,0.004916,-0.009171,-0.002614,0.022384,-0.1428911,,,0.916338,0.105795,0.115737,0.005322,-0.009142,0.006371,0.023284125,0.07144,,,0.915224,0.103525,0.118659,0.006292,-0.009069,-0.00334,0.0124498,-0.087993
0.90478,0.104203,0.061463,0.004908,-0.009101,0.001297,0.022358,-0.144756,,,0.917722,0.105943,0.096418,0.003998,-0.009097,0.001978,0.020293875,0.089719,,,0.917237,0.103744,0.099767,0.004903,-0.008938,0.007636,0.0109164,-0.073668
0.9066,0.104301,0.044536,0.004403,-0.009019,0.006494,0.021339,-0.1421227,,,0.9211,0.106251,0.090053,0.002756,-0.009063,0.001164,0.017488125,0.101206,,,0.920261,0.104024,0.084395,0.004737,-0.008864,0.008469,0.0107283,-0.081067
0.909509,0.104397,0.023886,0.004579,-0.008945,0.008752,0.021682,-0.1500685,,,0.924429,0.106538,0.080005,0.002969,-0.009005,0.007512,0.01795725,0.098004,,,0.923087,0.104241,0.068115,0.004768,-0.008791,0.008962,0.010758,-0.08931
0.911888,0.104434,0.007734,0.004911,-0.008842,0.014645,0.022338,-0.1449124,,,0.926373,0.106678,0.062704,0.003694,-0.008922,0.014698,0.0195795,0.092756,,,0.924957,0.104361,0.059335,0.005869,-0.008707,0.010424,0.0119647,-0.095528
0.913255,0.104438,-0.002531,0.004987,-0.008723,0.020471,0.022483,-0.1396271,,,0.927813,0.106755,0.044483,0.004389,-0.008798,0.024599,0.021135375,0.081411,,,0.925614,0.104397,0.048757,0.006019,-0.008601,0.013321,0.0121264,-0.098549
0.915533,0.10441,-0.022073,0.004389,-0.008604,0.024801,0.021281,-0.139656,,,0.929306,0.106806,0.023481,0.004948,-0.008662,0.030893,0.02238525,0.077147,,,0.928193,0.1045,0.030195,0.004117,-0.008442,0.025372,0.0100309,-0.082282
0.917101,0.104366,-0.032882,0.004666,-0.008485,0.028255,0.021832,-0.1427959,,,0.9309,0.10683,0.00603,0.004466,-0.008574,0.025369,0.0212985,0.09758,,,0.931685,0.104572,0.011551,0.005149,-0.008372,0.019402,0.011165,-0.103961
0.920591,0.104214,-0.053083,0.004951,-0.008348,0.032775,0.022397,-0.1417997,,,0.933431,0.106834,0.000355,0.003319,-0.008485,0.025004,0.018714375,0.107712,,,0.932698,0.10458,0.005574,0.007215,-0.008242,0.022113,0.0134354,-0.107133
0.92241,0.104103,-0.068022,0.005071,-0.008205,0.036132,0.022636,-0.1446098,,,0.936671,0.106821,-0.010509,0.003627,-0.008364,0.032413,0.01940625,0.101715,,,0.933508,0.104569,-0.014398,0.004542,-0.008002,0.040208,0.0104918,-0.077402
0.92395,0.103988,-0.079265,0.004551,-0.008045,0.041988,0.021593,-0.1384218,,,0.938518,0.106785,-0.029164,0.003751,-0.008226,0.039224,0.019681875,0.096596,,,0.937657,0.104464,-0.036958,0.00422,-0.007855,0.042875,0.0101376,-0.080387
0.92647,0.10376,-0.099648,0.00439,-0.007893,0.045679,0.021272,-0.1398175,,,0.940541,0.106708,-0.047223,0.004283,-0.008063,0.04682,0.020876625,0.089402,,,0.940539,0.104331,-0.053358,0.004565,-0.007701,0.046867,0.0105171,-0.080574
0.928307,0.103563,-0.114299,0.004577,-0.007732,0.048808,0.021647,-0.1428095,,,0.942159,0.106615,-0.066059,0.004871,-0.007886,0.052335,0.0221985,0.086061,,,0.941853,0.104253,-0.066106,0.006465,-0.00753,0.049314,0.0126082,-0.083473
0.929539,0.103413,-0.126981,0.00478,-0.007551,0.054319,0.022053,-0.1369071,,,0.943698,0.106499,-0.082793,0.005042,-0.007682,0.060041,0.02258325,0.077752,,,0.942055,0.104238,-0.079771,0.006646,-0.007332,0.052352,0.0128084,-0.084604
0.9332,0.102914,-0.143768,0.004865,-0.007367,0.058123,0.022228,-0.1365943,,,0.945664,0.106319,-0.101681,0.004877,-0.007455,0.067393,0.022212,0.069613,,,0.944526,0.104014,-0.099695,0.005904,-0.00709,0.061273,0.0119922,-0.07304
0.935427,0.102577,-0.155291,0.005311,-0.007164,0.063131,0.023123,-0.1313957,,,0.947952,0.106057,-0.120167,0.002484,-0.007311,0.061351,0.016840125,0.089811,,,0.947495,0.103691,-0.117843,0.003993,-0.006858,0.07023,0.0098901,-0.061479
0.937999,0.102152,-0.172306,0.004444,-0.00697,0.065381,0.021396,-0.1356491,,,0.952349,0.105517,-0.1252,0.002489,-0.00714,0.068483,0.016855875,0.083036,,,0.950859,0.103264,-0.134079,0.004378,-0.006685,0.067367,0.0103191,-0.074641
0.939792,0.101826,-0.18658,0.003563,-0.006773,0.069523,0.019639,-0.1331756,,,0.954456,0.105238,-0.143334,0.002857,-0.006942,0.077201,0.017686125,0.072381,,,0.952814,0.10299,-0.143904,0.005401,-0.006531,0.061537,0.011451,-0.093994
0.941208,0.101549,-0.198581,0.00366,-0.006582,0.072643,0.01984,-0.1340749,,,0.956207,0.104967,-0.162968,0.003467,-0.006719,0.08497,0.019062,0.062968,,,0.953465,0.102894,-0.147421,0.007536,-0.006385,0.055146,0.0138072,-0.114528
0.943091,0.101156,-0.214088,0.003756,-0.006382,0.075913,0.020041,-0.1338862,,,0.957703,0.104706,-0.181557,0.003953,-0.006499,0.085996,0.020167875,0.066935,,,0.954216,0.102777,-0.158284,0.004533,-0.006044,0.077394,0.0105017,-0.073528
0.945462,0.100623,-0.228903,0.003986,-0.006164,0.080693,0.020509,-0.1276115,,,0.959269,0.104404,-0.193294,0.002977,-0.006321,0.080058,0.017989875,0.085541,,,0.958554,0.10202,-0.184692,0.004137,-0.005826,0.079935,0.0100716,-0.074324
0.946791,0.100305,-0.239882,0.004164,-0.005934,0.085741,0.020875,-0.1196419,,,0.962224,0.103823,-0.197946,0.002986,-0.006121,0.081851,0.018023625,0.088001,,,0.961386,0.101466,-0.201266,0.00558,-0.005635,0.0767,0.0116677,-0.08706
0.948484,0.099878,-0.253959,0.004197,-0.005707,0.087911,0.020953,-0.1212399,,,0.964257,0.103402,-0.210197,0.002943,-0.005901,0.087786,0.017937,0.081504,,,0.961584,0.101426,-0.205046,0.0075,-0.005407,0.077128,0.0137863,-0.091491
0.951198,0.099151,-0.269634,0.004538,-0.005468,0.091053,0.021646,-0.1186797,,,0.966357,0.102935,-0.22645,0.003368,-0.005656,0.096393,0.018901125,0.068886,,,0.962572,0.101205,-0.222398,0.005747,-0.005064,0.092046,0.0118591,-0.064174
0.953122,0.098605,-0.281931,0.004882,-0.005214,0.095128,0.022346,-0.1119511,,,0.968006,0.102539,-0.245221,0.003862,-0.005387,0.104586,0.020021625,0.056337,,,0.966264,0.100321,-0.245961,0.004107,-0.004774,0.100623,0.0100595,-0.050405
0.954482,0.098205,-0.289584,0.004585,-0.004957,0.097989,0.021765,-0.1088775,,,0.969574,0.102132,-0.263417,0.004009,-0.00513,0.105024,0.02036925,0.059379,,,0.969156,0.099572,-0.259453,0.004883,-0.004552,0.095994,0.0109241,-0.064383
0.957312,0.097333,-0.306099,0.004617,-0.004695,0.101143,0.021843,-0.104126,,,0.971427,0.101617,-0.273685,0.003664,-0.004889,0.103514,0.0196155,0.066418,,,0.970671,0.099165,-0.267113,0.005582,-0.004304,0.096533,0.0117029,-0.067147
0.959359,0.096673,-0.316589,0.00489,-0.00444,0.101816,0.022406,-0.1076637,,,0.97374,0.100959,-0.281823,0.004158,-0.004621,0.107825,0.0207405,0.060884,,,0.971696,0.098881,-0.274842,0.006083,-0.00404,0.098142,0.0122628,-0.067162
0.960824,0.096186,-0.325676,0.004798,-0.004162,0.106177,0.022237,-0.0972138,,,0.975268,0.100506,-0.295593,0.004899,-0.004308,0.117204,0.02241675,0.043846,,,0.973931,0.09823,-0.290184,0.003785,-0.003723,0.109238,0.0097383,-0.046559
0.962907,0.09547,-0.33633,0.004418,-0.003893,0.108225,0.021492,-0.0945312,,,0.976572,0.100095,-0.314233,0.004434,-0.004057,0.111118,0.021398625,0.059114,,,0.977414,0.097155,-0.306266,0.003713,-0.003477,0.106999,0.0096712,-0.05414
0.964291,0.09498,-0.343274,0.004468,-0.003619,0.110753,0.021609,-0.0895213,,,0.978953,0.099312,-0.317201,0.00277,-0.003814,0.108199,0.017679375,0.067885,,,0.979439,0.096507,-0.313082,0.005102,-0.003246,0.10222,0.0112123,-0.066924
0.966953,0.094006,-0.356637,0.004689,-0.00335,0.111253,0.02207,-0.091189,,,0.982485,0.098144,-0.323122,0.002944,-0.003562,0.109305,0.01809225,0.067993,,,0.980113,0.096287,-0.318391,0.006504,-0.003,0.100325,0.0127666,-0.073275
0.96887,0.09328,-0.366157,0.004934,-0.003081,0.111339,0.02258,-0.093773,,,0.984281,0.097531,-0.332848,0.003073,-0.003305,0.111798,0.018401625,0.064847,,,0.981073,0.095966,-0.326626,0.005159,-0.002663,0.111859,0.0112915,-0.050034
0.970427,0.092675,-0.374316,0.004886,-0.002791,0.11487,0.0225,-0.0831395,,,0.98612,0.096885,-0.343734,0.003369,-0.003019,0.119454,0.019081125,0.05025,,,0.98394,0.094964,-0.343795,0.0047,-0.002373,0.114681,0.0107954,-0.045222
0.972544,0.091832,-0.383936,0.004705,-0.002512,0.115891,0.022156,-0.0810791,,,0.987808,0.096268,-0.359548,0.004168,-0.002706,0.12694,0.020890125,0.035113,,,0.986934,0.093866,-0.357763,0.003929,-0.002105,0.11384,0.0099583,-0.048045
0.974604,0.090987,-0.393053,0.004604,-0.002221,0.118628,0.021971,-0.0721082,,,0.989013,0.095804,-0.374953,0.003788,-0.002454,0.119173,0.02006775,0.052144,,,0.989208,0.093009,-0.363359,0.004728,-0.001845,0.112565,0.0108493,-0.051617
0.976869,0.090038,-0.399802,0.004877,-0.00194,0.118919,0.022538,-0.0714792,,,0.991274,0.094915,-0.374861,0.003959,-0.002185,0.118092,0.02047725,0.054855,,,0.990153,0.092647,-0.368253,0.006583,-0.001617,0.105555,0.0129052,-0.067402
0.979545,0.088893,-0.408548,0.004851,-0.001647,0.120786,0.022503,-0.0644191,,,0.993038,0.094214,-0.381204,0.004086,-0.001906,0.119425,0.020784375,0.052104,,,0.990295,0.092593,-0.368644,0.007345,-0.001312,0.109917,0.0137522,-0.057881
0.981076,0.088226,-0.413742,0.003864,-0.001355,0.12261,0.020546,-0.0570394,,,0.994845,0.093483,-0.389707,0.004343,-0.001615,0.122357,0.021380625,0.045502,,,0.992646,0.091655,-0.387883,0.004115,-0.000947,0.122823,0.0102014,-0.029141
0.982373,0.087653,-0.417875,0.003661,-0.001072,0.123526,0.020159,-0.0526262,,,0.996527,0.092783,-0.399549,0.004344,-0.001327,0.123097,0.02140425,0.043172,,,0.996478,0.09006,-0.400015,0.003958,-0.000675,0.120899,0.0100408,-0.032633
0.984012,0.086918,-0.425737,0.003811,-0.000799,0.122016,0.020481,-0.0566144,,,0.998436,0.091967,-0.406937,0.004625,-0.001038,0.123961,0.022057875,0.040277,,,0.998993,0.088988,-0.40613,0.004866,-0.000413,0.117536,0.0110528,-0.039055
0.98629,0.085874,-0.433754,0.004091,-0.000523,0.121543,0.021061,-0.056356,,,1.000084,0.09125,-0.414181,0.004502,-0.000746,0.124701,0.021801375,0.037294,,,0.999597,0.088728,-0.407678,0.006385,-0.00014,0.116553,0.0127347,-0.040034
0.987483,0.085318,-0.437687,0.004375,-0.000234,0.123568,0.021644,-0.0463634,,,1.002096,0.090356,-0.421033,0.004102,-0.000459,0.125196,0.020921625,0.034633,,,1.000108,0.088505,-0.412885,0.005983,0.000175,0.121139,0.0123002,-0.028285
0.989086,0.084563,-0.44193,0.00438,5.40E-05,0.124593,0.021673,-0.0394546,,,1.004357,0.089336,-0.427366,0.004261,-0.000177,0.124665,0.021299625,0.033946,,,1.003204,0.087121,-0.424593,0.004317,0.000454,0.120718,0.0104775,-0.027414
0.992193,0.083082,-0.447487,0.004717,0.00034,0.124673,0.022364,-0.0355072,,,1.006106,0.088535,-0.432396,0.004421,0.000118,0.12674,0.021677625,0.027271,,,1.00666,0.085548,-0.430037,0.004123,0.00071,0.11679,0.0102773,-0.034084
0.994017,0.082202,-0.450415,0.005031,0.000622,0.123913,0.023009,-0.034239,,,1.007849,0.087722,-0.439755,0.004533,0.000406,0.126417,0.02194875,0.025488,,,1.007856,0.084999,-0.429804,0.006213,0.000952,0.112156,0.0125884,-0.042292
0.996248,0.081117,-0.45539,0.004385,0.000904,0.12366,0.021734,-0.0307268,,,1.009633,0.086876,-0.444434,0.004596,0.000693,0.126365,0.0221085,0.022886,,,1.007994,0.084936,-0.432783,0.004901,0.001274,0.119946,0.0111485,-0.02258
0.997929,0.080291,-0.455995,0.003742,0.001181,0.123244,0.020464,-0.0275699,,,1.011459,0.086001,-0.449101,0.004104,0.000976,0.126227,0.0210195,0.020311,,,1.010926,0.083558,-0.442682,0.004156,0.001542,0.118976,0.0103389,-0.02207
0.999178,0.079677,-0.458584,0.00391,0.001456,0.123202,0.020815,-0.0227062,,,1.013783,0.084876,-0.453398,0.003997,0.00125,0.124352,0.020797875,0.021331,,,1.014307,0.081945,-0.447219,0.003925,0.001796,0.116109,0.0100947,-0.025602
1.001243,0.078656,-0.461581,0.003857,0.001722,0.121071,0.020726,-0.025246,,,1.015761,0.083909,-0.455672,0.004043,0.001525,0.123526,0.02091825,0.019901,,,1.01563,0.08131,-0.447425,0.005976,0.002039,0.112602,0.0123607,-0.030488
1.002828,0.077865,-0.464238,0.004286,0.001986,0.119832,0.021598,-0.0242974,,,1.0176,0.083004,-0.458707,0.004241,0.001799,0.123796,0.021378375,0.01593,,,1.01563,0.08131,-0.447782,0.006039,0.002333,0.117086,0.0124344,-0.017231
1.004705,0.076921,-0.466307,0.004719,0.002242,0.117965,0.022479,-0.0254738,,,1.019302,0.082162,-0.462549,0.004394,0.00207,0.122501,0.021738375,0.015119,,,1.018314,0.079999,-0.457194,0.004239,0.002602,0.117579,0.010461,-0.012695
1.007575,0.075473,-0.467618,0.004872,0.002509,0.118149,0.022796,-0.018582,,,1.021045,0.081289,-0.464535,0.004417,0.002349,0.123626,0.0218025,0.008793,,,1.021763,0.078295,-0.46088,0.003813,0.002857,0.116287,0.009999,-0.011976
1.009269,0.074616,-0.468717,0.004419,0.002776,0.118586,0.021899,-0.0103557,,,1.022898,0.080355,-0.46865,0.004069,0.002614,0.12209,0.021033,0.008182,,,1.023214,0.077574,-0.461311,0.005874,0.003101,0.11359,0.0122738,-0.014265
1.010488,0.073999,-0.468616,0.003973,0.003031,0.117093,0.02102,-0.0091708,,,1.025088,0.079246,-0.469812,0.003877,0.002872,0.120291,0.020613375,0.008043,,,1.023259,0.077552,-0.461355,0.007492,0.003318,0.108386,0.0140624,-0.02224
1.012611,0.072924,-0.468456,0.003906,0.003287,0.116881,0.020894,-0.0029828,,,1.027142,0.078203,-0.470417,0.00389,0.003129,0.118695,0.020653875,0.007315,,,1.024348,0.077013,-0.460473,0.003817,0.003595,0.112622,0.010021,-0.00874
1.014281,0.072076,-0.470057,0.004279,0.003531,0.114563,0.021649,-0.0044941,,,1.029014,0.07725,-0.470931,0.004106,0.003384,0.117647,0.021148875,0.005274,,,1.028877,0.074751,-0.464858,0.003454,0.003833,0.110871,0.0096272,-0.008554
1.015996,0.071205,-0.470754,0.004601,0.003773,0.112888,0.022302,-0.0034146,,,1.030705,0.076388,-0.4717,0.004073,0.003631,0.115856,0.021085875,0.004776,,,1.03132,0.073526,-0.464945,0.005068,0.004067,0.109291,0.011407,-0.007887
